inlievery,nameevery,namparres,unchanged
30.0,60.0,40.0,60.0
60.0,50.0,30.0,60.0
40.0,30.0,60.0,20.0
70.0,20.0,80.0,60.0
40.0,40.0,20.0,20.0
60.0,30.0,20.0,60.0
60.0,50.0,30.0,50.0
80.0,40.0,80.0,20.0
60.0,60.0,30.0,40.0
30.0,20.0,20.0,50.0
60.0,50.0,80.0,50.0
70.0,30.0,40.0,50.0
