barefof,guardedfof,tff
3321.2,2330.0,2533.777777777778
1129.5,447.0,835.0
5973.777777777777,1035.6,15540.142857142857
8355.285714285714,1297.142857142857,1873.7777777777778
2520.0,1272.75,11760.5
7757.5,1806.0,2412.8888888888887
1686.1666666666667,1336.888888888889,3722.4
2685.4285714285716,6749.75,709.6666666666666
1507.1666666666667,10279.6,2919.5714285714284
6179.0,536.0,3143.9
10265.875,740.9,4041.3
1253.2,614.9,665.1
1666.0,1235.8,3363.6666666666665
6221.5,8136.5,4359.888888888889
10150.0,698.9,4051.2
1175.3,1468.2222222222222,1011.7777777777778
4247.75,582.0,3201.1
1617.5,3290.6,478.0
8323.555555555555,486.8,2044.1
1472.9,2384.3333333333335,6258.25
1336.0,968.8,13613.4
6070.5,741.0,10311.555555555555
4547.857142857143,1499.0,6325.75
5824.5,2595.5,728.5
5728.5,2440.6666666666665,4038.5555555555557
3197.0,1156.0,2824.3
6550.125,2620.3333333333335,4236.777777777777
1492.8333333333333,724.0,3154.777777777778
2817.6,2906.6,565.3
1368.6,547.9,4320.5
3303.2,1098.3333333333333,2385.25
1163.6666666666667,1079.75,2234.6666666666665
399.0,1566.857142857143,4223.1
9010.57142857143,3489.6,6169.0
1175.3,2875.6,4898.0
1563.0,6404.6,1919.5
1852.375,1549.0,3376.5555555555557
2237.8,1228.0,7292.0
2127.0,2519.8571428571427,6963.111111111111
453.2,1572.4,15142.57142857143
5403.625,956.0,3649.25
5467.125,1813.0,1815.2222222222222
6325.625,2734.0,8085.5
1606.6666666666667,1014.3,1577.4444444444443
2899.777777777778,1841.25,7247.111111111111
1415.6666666666667,926.0,2447.6666666666665
1542.3333333333333,1589.6666666666667,1877.2222222222222
1280.2,2354.8,5934.5
3026.5555555555557,587.7,7437.571428571428
6594.625,1396.8,4545.111111111111
4641.714285714285,4412.5,5672.666666666667
631.9,742.4,1821.5
3282.8,1418.0,11329.4
733.8333333333334,1418.5,12076.1
1226.8,5414.833333333333,3376.1
501.8,2285.8,3623.125
2273.0,1154.6,6132.666666666667
2519.2,1061.5,6815.444444444444
4729.428571428572,1148.5714285714287,7286.0
3846.5555555555557,3357.4,2198.777777777778
