logsimpl,nonsimpl,patsimpl
80.0,80.0,70.0
50.0,80.0,90.0
80.0,80.0,90.0
80.0,60.0,80.0
60.0,50.0,60.0
80.0,80.0,90.0
100.0,40.0,100.0
40.0,90.0,90.0
80.0,80.0,80.0
80.0,90.0,100.0
80.0,100.0,90.0
90.0,80.0,50.0
