inlievery,nameevery,namparres,unchanged
60.0,50.0,40.0,60.0
0.0,40.0,0.0,60.0
40.0,0.0,80.0,0.0
70.0,50.0,0.0,0.0
0.0,0.0,0.0,60.0
40.0,0.0,80.0,50.0
60.0,40.0,30.0,40.0
0.0,60.0,80.0,50.0
70.0,50.0,40.0,0.0
