logsimpl,nonsimpl,patsimpl
60.0,60.0,100.0
60.0,60.0,100.0
70.0,70.0,50.0
60.0,100.0,50.0
40.0,100.0,70.0
100.0,40.0,40.0
60.0,100.0,60.0
100.0,60.0,70.0
100.0,60.0,100.0
40.0,40.0,70.0
60.0,60.0,70.0
40.0,40.0,70.0
