inlievery,nameevery,namparres,unchanged
40.0,70.0,70.0,40.0
40.0,50.0,30.0,50.0
100.0,40.0,30.0,80.0
70.0,30.0,40.0,50.0
60.0,50.0,80.0,80.0
70.0,70.0,70.0,100.0
90.0,50.0,50.0,80.0
80.0,50.0,90.0,80.0
80.0,40.0,50.0,60.0
