barefof,guardedfof,tff
90.0,50.0,90.0
80.0,40.0,70.0
90.0,60.0,100.0
90.0,50.0,90.0
80.0,60.0,90.0
70.0,40.0,90.0
80.0,70.0,90.0
80.0,50.0,60.0
80.0,50.0,90.0
80.0,50.0,80.0
70.0,60.0,60.0
70.0,60.0,80.0
