barefof,guardedfof,tff
70.0,40.0,70.0
50.0,40.0,80.0
50.0,50.0,50.0
90.0,30.0,70.0
50.0,30.0,100.0
80.0,40.0,70.0
80.0,30.0,80.0
90.0,40.0,70.0
80.0,50.0,80.0
50.0,60.0,50.0
80.0,40.0,70.0
60.0,40.0,100.0
