barefof,guardedfof,tff
100.0,70.0,90.0
100.0,90.0,100.0
100.0,50.0,90.0
100.0,40.0,100.0
100.0,90.0,100.0
80.0,50.0,90.0
100.0,70.0,100.0
80.0,50.0,90.0
90.0,90.0,90.0
90.0,80.0,90.0
100.0,80.0,90.0
80.0,70.0,90.0
