barefof,guardedfof,tff
10390.833333333334,374.6,390.1
11127.6,827.7,1911.8
491.5,506.9,2096.3
411.6,550.9,543.1
558.1,387.3,444.2
1633.7,632.1,1867.2
613.1,869.1,2707.285714285714
1636.0,548.9,2184.714285714286
2172.714285714286,449.6,1862.7
791.4,747.6,2210.0
816.2,714.5,1814.6
1310.1,848.4,1586.0
