barefof,guardedfof,tff
5153.25,5477.9,
424.9,1724.8,
406.0,3868.8,
778.1428571428571,13318.2,
4749.5,797.3,
418.2,12772.5,
424.9,2906.8,
335.1,1646.1,
337.3,5906.3,
416.7,3855.4,
338.3,19263.4,
435.2,20107.5,
