logsimpl,nonsimpl,patsimpl
11211.75,1582.0,2883.8571428571427
3497.8571428571427,6095.5,2042.6666666666667
1741.0,8766.8,5470.4
5584.25,3244.375,5436.857142857143
1990.2857142857142,8480.0,1827.0
2418.75,5202.75,5706.166666666667
1610.8,512.0,5500.444444444444
3306.375,1904.0,3512.0
474.4,2679.0,1700.1
5135.375,2159.8,4996.444444444444
1781.2,11706.25,2014.0
11718.25,5161.75,4950.833333333333
