inlievery,nameevery,namparres,unchanged
540.6666666666666,3194.4,17755.75,932.5
6431.75,23094.0,1060.75,905.0
4894.428571428572,3123.6,1479.25,946.0
6462.5,23265.75,3288.6666666666665,12356.2
532.6666666666666,818.5,1506.125,3768.25
482.14285714285717,5103.4,19191.25,12612.6
