inlievery,nameevery,namparres,unchanged
3868.8,5153.25,424.9,5477.9
335.1,778.1428571428571,406.0,418.2
337.3,4749.5,1724.8,424.9
797.3,2906.8,13318.2,1646.1
338.3,19263.4,12772.5,5906.3
3855.4,20107.5,416.7,435.2
