logsimpl,nonsimpl,patsimpl
2520.0,15540.142857142857,11760.5
740.9,3143.9,1686.1666666666667
614.9,698.9,741.0
1235.8,1253.2,1175.3
3201.1,486.8,2044.1
1617.5,1472.9,724.0
547.9,1336.0,1280.2
1175.3,13613.4,587.7
1226.8,6169.0,15142.57142857143
7437.571428571428,742.4,631.9
11329.4,1154.6,1061.5
12076.1,2519.2,3376.1
