logsimpl,nonsimpl,patsimpl
5153.25,5477.9,406.0
424.9,4749.5,778.1428571428571
3868.8,418.2,1724.8
424.9,335.1,337.3
12772.5,13318.2,797.3
5906.3,416.7,2906.8
338.3,3855.4,1646.1
19263.4,20107.5,435.2
