inlievery,nameevery,namparres,unchanged
2533.777777777778,2919.5714285714284,1499.0,5973.777777777777
7757.5,2595.5,8323.555555555555,3363.6666666666665
6179.0,6070.5,6550.125,5824.5
4041.3,2906.6,2519.8571428571427,1098.3333333333333
4359.888888888889,4547.857142857143,2354.8,4236.777777777777
968.8,2734.0,3376.5555555555557,3154.777777777778
926.0,4898.0,3649.25,1228.0
4412.5,4641.714285714285,6594.625,5403.625
4729.428571428572,5672.666666666667,3623.125,5414.833333333333
