inlievery,nameevery,namparres,unchanged
673.6666666666666,1024.111111111111,4771.375,6294.4
398.14285714285717,2698.5,15892.5,3578.2
3590.0,17517.75,2542.875,2167.0
4233.75,253.22222222222223,1440.3333333333333,2030.142857142857
4691.285714285715,1073.0,1068.625,6340.2
4259.25,18708.375,14469.5,640.5
