inlievery,nameevery,namparres,unchanged
1278.1666666666667,347.0,720.6666666666666,916.0
1001.6666666666666,2190.8,6039.75,8338.2
4637.8,3528.0,5988.5,3001.285714285714
6850.714285714285,447.3,749.6666666666666,1952.25
6640.571428571428,476.0,1898.1666666666667,956.3333333333334
1762.25,645.9,1281.1666666666667,4890.0
706.4285714285714,3573.4,828.7142857142857,5401.5
1918.25,538.0,6443.25,807.7142857142857
1295.857142857143,379.6,1426.1666666666667,1935.0
